@relation foodfacts
@attribute vitamin-c_100g numeric
@attribute sodium_100g numeric
@attribute salt_100g numeric
@attribute proteins_100g numeric
@attribute fiber_100g numeric
@attribute sugars_100g numeric
@attribute carbohydrates_100g numeric
@attribute saturated-fat_100g numeric
@attribute fat_100g numeric
@attribute energy_100g numeric
@attribute nutrition-score-fr_100g {bad, medium, good}
@data
0,0.06,0.152,6,2,52,56,22,36,2340,good
0,0.1,0.254,8,10,36,52,20,38,2260,good
0,0.05,0.127,8,4,46,52,20,38,2340,good
0.0024,0.04,0.102,8,0.667,10,12.7,0,0,363,bad
0.00282,0.0588,0.149,7.65,0,10,11.8,0,0,320,bad
0.0008,0.04,0.102,8,0.667,10.7,12.7,0,0,363,bad
0.0016,0.0433,0.11,8,0.667,11.3,13.3,0,0,363,bad
0.004,0.04,0.102,8,0.667,10,12.7,0,0,335,bad
0,0,0,14,4,4,74,0,2,1510,bad
0.00159,0.344,0.874,5.96,0.662,14.6,17.9,0,1.32,443,medium
0,0.714,1.81,21.4,10.7,0,46.4,5.36,17.9,3.57,medium
0.00796,0.389,0.989,0.885,0.885,3.54,6.19,0,0.885,148,medium
0,0.262,0.665,13.1,10.7,20.2,36.9,11.9,35.7,1890,good
0,0,0,7.14,9.52,31,50,26.2,42.9,2390,good
0,0.0545,0.139,1.82,0,5.76,6.06,0.606,0.909,178,medium
0,0.867,2.2,3.33,0,6.67,10,3.33,23.3,1120,good
0,0,0,10.7,7.14,3.57,14.3,7.14,71.4,2990,good
0,0,0,8.93,3.57,0,76.8,0,2.68,1490,bad
0.032,0,0,0.5,1.2,13.1,13.2,0,0,251,medium
0.065,0.1,0.254,4.2,6.2,76.7,79.6,1.8,3.2,1573,good
0,0,0,12.5,10,2.5,67.5,0,7.5,1570,bad
0.04,0.01,0.0254,0.4,0.8,11.2,11.6,0.02,0.1,220,medium
0.024,0.667,1.69,4.44,4.44,0,51.1,15.6,33.3,2180,good
0.02,0.01,0.0254,0.4,0.4,7.6,7.6,0.01,0.03,142,good
0.009,0.01,0.0254,0.1,0.1,10.2,10.3,0.03,0.1,183,medium
0.03,0.01,0.0254,0.7,0.7,8.8,8.8,0.02,0.06,181,medium
0.032,0.01,0.0254,0.7,0.3,9.6,9.6,0.01,0.03,190,medium
0.12,0,0,0.9,1.6,4.2,4.5,0.1,0.35,118,bad
0.16,0,0,0,0,67.5,94.6,0,0,1614,good
0.16,0,0,0,0,67.6,94.9,0,0,1638,good
0.03,0.01,0.0254,0.7,0.5,9,9,0.04,0.2,186,medium
0.02,0.01,0.0254,0.4,0.2,11.5,11.5,0.1,0.1,216,medium
0.0198,0.02,0.0508,1.8,3.2,1.9,6.7,0.2,0.7,196,bad
0.18,0.01,0.0254,0,0,85,87,0.9,0.9,1535,good
0.000984,0.0041,0.0104,0,1.64,8.2,10.7,0,0,171,bad
0.01,0.072,0.18288,5.2,5.5,4.7,8.8,0.1,0.3,293,bad
0.01,0.072,0.18288,5.2,5.5,4.7,8.8,0.1,0.3,293,bad
0.03,0.2,0.508,20,2,22,29,6,9,1130,good
0.0157,0,0,0.2,1,12.7,12.8,0,0,243,medium
18,0.012,0.03048,1.6,2.8,3.5,3.7,0,0,100.8,bad
0.025,0.002,0.00508,0.6,0.1,10,10,0,0.1,184,medium
0.136,1,2.54,8,4.5,17,83,0.3,1.1,1624,good
0.054,0.354330708661417,0.9,7.3,5.5,22,75,4.6,8,1739,good
0.0535,0.35,0.889,9,4,24,75,4,7,1719,good
0.024,0.03,0.0762,1.7,1.9,2.3,4,1,0.4,127,bad
0.03,0,0,0.6,0.2,10,10,0,0.1,196,medium
0.152,0.004,0.01016,1.2,1.8,4.4,4.5,0.15,0.6,134.4,bad
0.031,0.984251968503937,2.5,1,4.7,0.5,0.5,3.7,18.8,760,good
0.0317,0,0,0.6,0,9.9,9.9,0,0.2,187,medium
0.019,0,0,0.4,0,10.6,10.6,0,0,203,medium
0.0275,0,0,0.5,0.1,9,9.5,0,0.1,174,medium
0.016,0,0,0.2,0,10.3,10.6,0,0.1,191,good
0.012,0.02,0.0508,0.2,0.3,8.7,9.2,0,0,142,medium
0.02,0.0118110236220472,0.0299999999999999,0.3,0.4,10,10.4,0,0,185,medium
0.058,0.031496062992126,0.08,9,3.5,46,81.8,1.3,2.5,1663,good
0.03,0.04,0.1016,9,3.4,29.5,81.6,0.2,1.8,1634,medium
0.065,0.04,0.1016,10,2.8,30,81.2,0.5,2,1647,medium
0.025,0.04,0.1016,9,2.8,33.2,82.5,0.2,1.7,1641,medium
0.00648,0.0551,0.139954,3.6,0.4,9.5,9.8,1,1.8,296,medium
0.068,0.16,0.4064,5,6.5,75.6,79.6,1.5,3,1601,good
0.068,0.16,0.4064,5,6.5,75.6,79.6,1.5,3,1601,good
0.0082,0.028,0.07112,1.7,0,8,8,1.2,2.5,256,medium
0.02,0.017,0.04318,9.2,4.9,33.4,80,1.9,3.5,1685,medium
0.01,0.01,0.0254,0.3,1.9,9.6,11.3,0.06,0.3,224,medium
0.007,0.01,0.0254,0.2,2.1,10.1,12.6,0.05,0.3,229,bad
0.01,0.01,0.0254,0.3,1.97,11,12.2,0.04,0.2,220,bad
0.01,0.025,0.0635,1.7,0,8,8,1.3,2.5,257,medium
0.01,0.00393700787401575,0.01,0.6,1.6,8.2,12.3,0.03,0.7,258,bad
0.02,0.011,0.02794,2.5,0.9,11.4,92.4,0.8,1.7,1676,medium
0.015,0.0118110236220472,0.03,0.3,1.7,12.5,12.9,0,0.05,238,medium
0.104,0.18,0.4572,10.4,5.8,46.2,55.8,5.1,19.4,1890,good
0.062,0.265,0.6731,13.8,0,50.7,59.7,10,21.3,2029,good
0.009,0.0393700787401575,0.1,2,0.1,5.3,14.2,1.3,2.9,379,medium
0.00982,0.003,0.00762,0.5,1.7,8.7,10.2,0.03,0.1,201,bad
0.011,0.00275590551181102,0.007,0.4,2.1,9,10.4,0.05,0.2,208,bad
0.016,0.003,0.00762,0.4,1.8,9.3,11.2,0.06,0.2,220,medium
0.099,0.173,0.43942,10,5.6,45.6,57.5,4.4,18.7,1880,good
0.01,0.0031496062992126,0.008,0.4,1.5,9.4,12.1,0.05,0.1,229,medium
0.01,0.0037,0.009398,0.4,1.8,11,14.7,0.04,0.1,276,medium
0.0082,0.028,0.07112,1.7,0,8,8,1.2,2.5,257,medium
0.012,0.04,0.1016,0.4,2,17,17,0,0.3,323,bad
0.012,0,0,0.4,1.8,27,27,0,0.3,491,bad
0.012,0.04,0.1016,0.3,2,17,17,0,0.2,318,bad
0.012,0.04,0.1016,0.4,2,17,17,0,0.2,319,bad
0.012,0.04,0.1016,0.2,2,17,17,0,0.2,316,bad
0.012,0.04,0.1016,0.3,2,17,17,0,0.2,318,bad
0.012,0.04,0.1016,0.6,2,25,30,0,0.4,551,bad
0.012,0.04,0.1016,0.5,3,16,16,0,0.4,319,bad
0.012,0.04,0.1016,0.2,2,17,17,0,0.2,316,bad
0.012,0.04,0.1016,0.2,2,17,17,0,0.2,316,bad
0.012,0.002,0.00508,0.3,2,10,10,0,0.2,199,bad
0.012,0.002,0.00508,0.4,2,11,11,0,0.2,217,bad
0.024,0.04,0.1016,0.1,0.5,9,11,0,0.5,209,medium
0.024,0,0,0.1,0.5,12,12,0,0.1,209,medium
0.012,0.002,0.00508,0.6,2,10,10,0,0.2,204,medium
0.012,0.04,0.1016,0.2,2,17,17,0,0.2,316,bad
0.012,0.04,0.1016,0.4,2,17,17,0,0.1,316,bad
0.03,0,0,0.8,0.5,10,10,0,0,198,medium
0.03,0,0,0.7,0.8,8.5,8.5,0,0,177,medium
0.033,0,0,0.8,0.4,10,10,0,0,201,medium
0.047,0,0,0.6,0.8,10.4,10.4,0,0,219,medium
0.037,0,0,0.5,0.6,11,11.2,0,0,224,medium
0.028,0,0,0.8,0.9,10,10,0,0,206,medium
0.009,0,0,0.5,0.7,10.1,10.1,0,0,196,medium
0.04,0.0078740157480315,0.02,0.3,0.8,14.9,17.5,0,0,313,bad
0.0209,0.001,0.00254,0.6,0.8,13.2,14,0,0.1,258,bad
0.0211,0.24,0.6096,4.3,2,2,5.4,0.6,1.2,225,bad
0.022,0.031496062992126,0.08,2.5,2.3,0.7,1.5,0.1,0.4,101,bad
0.0222,0.149606299212598,0.38,1.4,3.5,2.8,3.6,0.4,3.9,257,bad
0.0222,0.38,0.9652,1.4,3.5,2.8,3.6,0.4,3.9,257,medium
0.0124,0.00393700787401575,0.01,5.1,4.8,5.6,8.8,0.1,0.6,297,bad
0.132,0.004,0.01016,0.1,0.1,84,84,0,0.1,1428,good
0.025,0,0,0.8,0,9.2,11.3,0,0,204,medium
0.012,0,0,0,0,10,11.4,0,0,195,medium
0.012,0,0,0.4,0,10,10,0,0.4,192,medium
0.041,0,0,0.8,0,5.9,5.9,0,0.2,120,bad
0.045,0,0,1,0,8.7,8.7,0,0.16,171,medium
0.009,0,0,0,0,9.7,10.2,0,0,193,medium
0.02,0,0,0.4,0,7.6,8.1,0,0,154,medium
0.012,0,0,0.1,0,6.2,6.5,0,0,122,good
0.012,0,0,0.1,0,6.2,6.5,0,0,122,good
0.012,0,0,0.2,0.3,9.8,10.9,0,0.1,195,good
0.019,0,0,0.1,0,6.3,6.5,0,0,117,medium
0.012,0,0,0.1,0.1,6.3,6.4,0,0,121,good
0.024,0,0,0,0.2,8.4,8.5,0,0,151,good
0,0.0542,0.138,3.33,0,5.42,5.83,0,0,157,bad
0.126,0.366141732283465,0.93,9,5,19,79,0.2,1.5,1592,medium
0.102,0.33,0.8382,8,4.5,23,75,3.5,7,1706,good
0.102,0.33,0.8382,8,4.5,23,75,3.5,7,1706,good
0.03,0.32,0.8128,5.1,1.8,38,73.8,4.6,10.7,1740,good
0.0597,0.281,0.713,23.5,9.84,25,37.6,5.97,11.9,1520,good
0.064,0.94488188976378,2.4,24,6.4,3.9,56,0.8,4,1559,medium
0.034,0.267716535433071,0.68,25,3.5,29,49,2.2,6.2,1502,good
0.061,0.32,0.8128,20,3.5,28,52.2,3.7,9,1546,good
0.009,0.029,0.07366,2,0,8,8,1,2.6,266,medium
0.012,0.0118110236220472,0.03,75,0.9,29.7,31.1,0,0.1,548,medium
0.06,0.0196850393700787,0.05,0.5,1,29.1,31,0.02,0.2,551,medium
0.018,0.0118110236220472,0.03,0.4,2.1,28.9,29.9,0.03,0.4,547,medium
0.03,0.0118110236220472,0.03,0.6,1,30.4,31,0,0.1,549,medium
0.018,0.0118110236220472,0.03,0.6,1.7,29.2,30.3,0,0.2,546,medium
0.0153,0.472,1.2,0.667,2,0.667,2,1.33,3.33,181,medium
0.0024,0.08,0.203,2,12,44,56,0,0,1000,medium
0.02,0,0,0.5,0.2,9.4,9.4,0,0.1,172,medium
0.024,0.1,0.254,0.5,0,10.5,10.5,0,0,187,medium
0.01,0.01,0.0254,0.9,0.1,9.5,10,0,0.1,189,medium
0.02,0.01,0.0254,0.5,0,9.4,9.4,0,0.1,172,medium
0.023,0.01,0.0254,0.6,0.3,10,11,0.1,0.1,201,medium
0.06,0.0196850393700787,0.05,4.5,6.4,78,80,1.4,3.1,1602,good
0.06,0.299212598425197,0.76,4.7,6.6,77,79,1.5,3.3,1598,good
0.012,0.084,0.21336,1.8,1.4,0.3,16.2,0.1,0.3,316,bad
0.012,0.084,0.21336,1.8,1.4,0.3,16.2,0.1,0.3,316,bad
0.019,0.196850393700787,0.5,36.7,6.5,23,34.8,3.7,6,1429,medium
0.019,0.21,0.5334,38,4.5,7,36.5,3.5,6,1331,bad
0.012,0.002,0.00508,0.3,0.4,10,11.2,0,0.1,202,medium
0.012,0.002,0.00508,0.3,0.4,11,11.5,0.03,0.2,213,medium
0.025,0.3,0.762,24.1,6,27.9,43.4,6,12.7,1623,good
0.012,0.02,0.0508,0.5,0.4,11.8,11.8,0,0.1,216,medium
0.012,0.01,0.0254,0.19,0.12,8.39,8.47,0.02,0.07,151,good
0.0125,0.07,0.1778,8.2,1.5,4.9,7.1,0.6,2.2,354,good
0.024,0.0118,0.029972,0.2,0,5.5,5.7,0,0.1,103,medium
0.024,0.0118,0.029972,0.2,0,5.5,5.7,0,0.1,103,medium
0.02,0.0078740157480315,0.02,1,0.5,10,10,0.1,0.2,187,medium
0.047,0.004,0.01016,2.9,1.6,1.3,2.1,0.2,0.9,131,bad
0.0667,0.144,0.367,8.67,7,28.7,75.3,1.33,2.67,1580,medium
0.068,0.16,0.4064,8.1,5.3,29.8,79.8,1.2,2.6,1633,medium
0.02,0.003,0.00762,1.8,1,1.9,2,0.04,0.2,72,bad
0.02,0.01,0.0254,1,0.5,10,10,0.1,0.1,179,medium
0.02,0.001,0.00254,0.8,0.5,8.8,10.3,0.1,0.3,188,medium
0.068,0.204724409448819,0.52,5.4,3.1,27.6,86.1,0.1,1,1617,medium
0.06,0.02,0.0508,4.5,6.4,77.7,79.6,1.4,3.1,1596,good
0.02,0.01,0.0254,1,0.5,10,10,0.1,0.2,187,medium
0.054,0.02,0.0508,5.3,6.3,77.9,81.6,1.7,2.9,1585,good
0.012,0.00393700787401575,0.01,0.2,2,16,16,0.1,0.3,291,bad
0.068,0.0196850393700787,0.05,9.3,5.9,31.5,78.7,0.3,1.5,1598,medium
0.068,0.153543307086614,0.39,7.4,5.5,38.1,80.7,1,1.9,1612,medium
0.068,0.177165354330709,0.45,6.7,4.7,34.3,79.9,1.5,4.3,1666,medium
0.012,0.01,0.0254,0.2,0.5,11,12,0.1,0.1,211,medium
0.02,0.01,0.0254,1,0.5,10,10,0.1,0.2,187,medium
0.068,0.153543307086614,0.39,7.1,4.9,29,79.9,1.4,3.2,1637,medium
0.068,0.16,0.4064,7.8,6.9,34,67.1,3.6,12.6,1795,good
0.068,0.16,0.4064,7.8,6.9,34,67.1,3.6,12.6,1795,good
0.012,0,0,0.5,0.5,9.1,9.3,0,0,171,good
0.012,0,0,0.6,0.5,9.7,9.9,0,0,179,good
0.012,0,0,0.6,0.5,7.9,8.1,0,0,148,good
0.012,0,0,0.6,0.5,9.1,9.3,0,0,168,good
0.012,0,0,0.5,0.5,12.2,12.4,0,0,221,medium
0.012,0,0,0.5,0.5,5.4,5.6,0,0,103,bad
0.016,0,0,0.5,0.5,12,13,0,0,226,medium
0.02,0.0118110236220472,0.03,0.6,0.1,7,7.5,0,0.1,142,medium
0.012,0.01,0.0254,0.1,0.2,9.75,10.5,0,0.1,184,good
0.02,0.01,0.0254,0.6,0.1,8.5,8.5,0,0.1,159,medium
0.02,0,0,0.6,0.1,8.5,10.2,0,0.1,187,medium
0.02,0,0,0.6,0.1,8.5,10.2,0,0.1,187,medium
0.0154,0.295275590551181,0.75,4.7,6.6,76.9,78.9,1.5,3.3,1596,good
0.0583,0.0197,0.050038,4.5,6.4,78,80,1.4,3.1,1586,good
0.006,0.0078740157480315,0.02,0.6,0.3,10.5,11.7,0,0.2,219,medium
0.015,0.004,0.01016,0.6,0,11,12,0,0.5,212,medium
0.05,0.00197,0.005,0.6,0.3,11.4,12.7,0,0.2,236,medium
0.02,0,0,0.5,0,9,11,0,0.1,199,medium
0.016,0.00393700787401575,0.01,0.7,0.3,9.6,10,0,0.5,188,medium
0.02,0,0,0.6,0.1,10.3,10.4,0,0.1,192,medium
0.02,0,0,0.4,0.4,10,11,0,0.1,200,medium
0.024,0,0,0.5,0.4,9.1,9.1,0,0,166,medium
0.024,0,0,0.3,0,9,9.8,0,0,172,good
0.03,0,0,0.3,0,10,11.2,0,0,196,medium
0.06,0.00197,0.0050038,0.6,0.5,9.4,10.4,0,0.1,195,medium
0.024,0.005,0.0127,0.6,0.2,7.8,8.7,0,0.2,167,medium
0.024,0.00984251968503937,0.025,0.6,0.2,7.8,8.7,0,0.2,160,medium
0.045,0.0118110236220472,0.03,0.7,0.5,8.7,9.4,0,0,172,medium
0.012,0.00196850393700787,0.005,0.6,0.6,10.3,11.4,0,0.2,216,medium
0.028,0.00984251968503937,0.025,0.5,0.6,9.5,10.6,0,0.2,201,medium
0.02,0.0118110236220472,0.0299999999999999,0.2,0.1,9,10,0,0.5,172,medium
0.02,0.00236220472440945,0.006,0.4,0.2,8.1,8.3,0,0.1,151,good
0.02,0,0,0.7,0,9.3,10.1,0,0.1,187,medium
0.03,0.0118,0.029972,0.7,0.5,9,9,0.1,0.5,168,medium
0.014,0.28,0.7112,4.9,6.5,4.5,10.3,0.2,0.7,336,bad
0.048,0.05,0.127,0.65,0.2,8.5,8.5,0,0.2,161,bad
0.02,0,0,0.5,0.2,9.4,9.4,0,0.1,172,medium
0.024,0.01,0.0254,0.5,0.6,9.5,10.5,0,0.2,199,medium
0.01,0.0118110236220472,0.0299999999999999,0.6,0.5,10.3,11.4,0.1,0.5,214,medium
0.03,0,0,0.5,0,10.8,11,0,0,196,medium
0.03,0.003,0.00762,0.3,0.8,11.7,12.9,0.01,0.1,205,good
0.018,0.003,0.00762,0.3,0.5,10.5,12.4,0.02,0.1,201,good
0.025,0.002,0.00508,0.6,0.5,9.2,10.5,0.05,0.1,184,medium
0.2,0.1,0.254,1,1,93.7,94.5,1,1,1649,good
0.06,0.2,0.508,4.7,6.6,77,79,1.5,3.3,1598,good
0.06,0.0196850393700787,0.05,4.5,6.4,78,80,1.4,3.1,1602,good
0.06,0.02,0.0508,4.5,6.4,78,80,1.4,3.1,1602,good
0.014,0.01,0.0254,0.4,1.5,15.8,16.8,0.1,0.2,300,bad
0.014,0.01,0.0254,0.4,1.1,11.2,11.2,0.1,0.2,222,bad
0.012,0.01,0.0254,0.6,0.1,11.6,11.8,0.1,0.1,215,good
0.012,0.01,0.0254,0.3,0.3,5,5.1,0.1,0.1,95,medium
0.024,0,0,0.5,0.6,8.6,8.8,0,0,167,medium
0.016,0.01,0.0254,0.7,0.6,9.5,10.6,0,0.2,201,medium
0.032,0.0196850393700787,0.05,0.7,0.65,8.3,8.3,0,0.2,166,medium
0.02,0.09,0.2286,1.8,2.4,3.8,4.4,0.1,0.5,143,bad
0.06,0.13,0.3302,4.5,6.4,78,80,1.4,3.1,1602,good
0.02,0,0,0.6,0.1,8.5,8.5,0,0.1,38,bad
0.012,0.01,0.0254,0.1,0,9.8,10,0,0.1,175,good
0.06,0.31496062992126,0.8,4.7,6.6,1.5,3.3,76.9,78.9,1577,good
0.02,0.01,0.0254,0.7,0.1,10.2,10.2,0,0.2,194,medium
0.033,0,0,0.6,0,8.8,11.5,0,0,197,medium
0.012,0,0,0.3,0,11,11,0,0,191,good
0.0001,1.4,3.556,14,11,0.8,54,2.63,14,1762,good
0.03,0.54,1.3716,0.7,0.3,8.2,8.9,0.005,0.25,180,medium
0.042,0.002,0.00508,0.7,0,8,11,0,0,200,medium
0.033,0.013,0.03302,4,1,6,89.1,0,0.5,1591,medium
0.0904,0.15,0.381,12.6,0,48.4,58.8,8.1,22.2,2035,good
0.07,0.19,0.4826,12,0,33,60.5,6.7,20,1973,good
0.0153,0.001,0.00254,0.3,1.4,13.1,16.9,0,0,304,medium
0.0153,0.002,0.00508,0.4,1.6,10.4,13,0,0.15,246,medium
0.0166,0,0,0.25,1.3,11,15,0,0,270,bad
0.0155,0.0015748031496063,0.004,0.4,1.8,9.4,11.5,0.1,0.2,224,bad
0.034,0,0,0.6,0.5,9.9,11.7,0.5,0.5,211,medium
0.018,0.063,0.16002,4,4.1,3.1,6.1,0.1,0.6,226,bad
0.012,0,0,0.5,1.4,11.2,12.5,0.16,0.5,249,bad
0.013,0,0,0.5,1.3,11.1,12.3,0.19,0.5,248,bad
0.01,0.00354330708661417,0.009,0.5,1.5,19.8,20.9,0.18,0.6,396,bad
0.013,0,0,0.4,1.5,11.7,13,0.23,0.6,263,bad
0.012,0,0,0.6,1.4,11.1,12.4,0.1,0.3,243,bad
0.012,0,0,1.2,1.4,17.7,20.3,0.11,0.6,398,bad
0.02,0,0,0.4,1.4,10.2,11.3,0.18,0.6,230,bad
0.012,0,0,0.4,1.8,11,12.8,0.12,0.4,255,bad
0.026,0,0,0.5,1.4,14.6,15.3,0.18,0.6,297,bad
0.012,0,0,0.5,1.4,11.2,12.5,0.16,0.5,249,bad
0.013,0,0,0.5,1.4,11.8,12.8,0.19,0.6,258,bad
0.013,0,0,0.4,1.5,11.7,13,0.23,0.6,263,bad
0.037,0,0,0.5,1.9,11.3,12.4,0.18,0.5,253,bad
0.012,0,0,0.4,1.3,11.9,13,0.19,0.5,257,bad
0.012,0,0,0.7,1.4,14.9,17.1,0.15,0.4,329,bad
0.021,0,0,0.4,1.4,11.6,12.6,0.18,0.5,251,bad
0.013,0,0,0.5,1.6,11.1,12.2,0.18,0.7,251,bad
0.014,0,0,0.4,1.8,10.7,11.7,0.18,0.6,238,bad
0.012,0,0,0.4,1.8,11,12.8,0.12,0.4,255,bad
0.013,0,0,0.4,1.5,11.7,13,0.23,0.6,263,bad
0.026,0,0,0.5,1.4,14.6,15.3,0.18,0.6,302,bad
0.041,0,0,0.7,1.4,10.4,10.4,0,0.2,193,bad
0.03,0.002,0.00508,0.7,0.3,11,11,0,0.2,209,medium
0,0.232,0.59,13.2,1.47,2.94,75,0,0,1450,bad
0.068,0.125,0.3175,9.7,4.1,53.2,53.8,10.1,24.7,2025,good
0.0521,0.1,0.254,8.4,5.9,37,76,2,4.8,1662,medium
0.0615,0.421259842519685,1.07,8.3,7.1,24.5,76.1,0.6,2.8,1595,medium
0.08,0.5,1.27,8.4,8.9,17.2,73.4,0.4,1.4,1556,medium
0.066,0.176,0.44704,11.3,2.8,41.9,57.4,9.2,22.5,2023,good
0.035,0.013,0.03302,4,1,6,89.1,0,0.2,1598,medium
0.035,0.015,0.0381,4,1.9,0,89.5,0,0.2,1612,medium
0.05,0.01,0.0254,5,0.9,8,88.9,0,0.2,1586,medium
0.08,0.16,0.4064,10.4,0,42.7,57.5,11.4,26.6,2139,good
0.0072,0.032,0.08128,1.7,0,5.9,7.7,1.4,3,272,medium
0.009,0,0,0.2,0.1,10.5,11,0,0,198,medium
0,0.512,1.30048,10,3,52,106,35.5,52,3925,good
0,0.29,0.737,16.7,6.67,63.3,76.7,0,3.33,1630,good
0.031,0.00511811023622047,0.013,0.5,0.5,1.6,7,0,1,169,bad
0.013,0.01,0.0254,0.3,2,14.5,15.5,0,0.3,295,bad
0.03,0.02,0.0508,0.7,0.2,9.3,9.3,0.04,0.2,193,medium
0.037,0,0,0.5,0.6,11,11.2,0,0,224,medium
0.03,0,0,0.8,0.6,9.7,9.8,0,0,193,medium
0.04,0,0,0.3,4.5,10.5,10.8,0,0,233,medium
0.032,0,0,0.5,0.9,10.4,10.6,0,0,210,medium
0.03,0,0,0.4,0.3,10.2,10.6,0,0,196,medium
0.049,0,0,0.1,0.6,10.5,11.2,0,0,197,medium
0.029,0,0,0.8,0.7,10,10,0,0,204,medium
0.033,0,0,0.8,0.4,10,10,0,0,201,medium
0.025,0.00393700787401575,0.01,3.2,4.6,85.5,87,1.1,2,1645,good
0.025,0.00393700787401575,0.01,3.2,4.6,85.5,87,1.1,2,1645,good
0.025,0,0,3.5,5.3,85,87,1.2,1.9,1610,good
0.025,0,0,3.5,5.3,85,87,1.2,1.9,1610,good
0,0,0,12.5,3.57,1.79,73.2,0,1.79,1490,bad
0.07,0.18,0.4572,13.3,0,34.6,58.5,6.8,21.8,2027,good
0.035,0.0118110236220472,0.03,4.8,1,8,88.6,0,0.4,1611,medium
0.05,0.0197,0.050038,2.6,0.5,5,90.6,0,0.3,1600,medium
0.012,0.01,0.0254,0.2,0.1,10.9,11,0.1,0.1,197,good
0.02,0.0118110236220472,0.03,0.7,0.1,10.2,10.2,0,0.2,194,medium
0.02,0.0118110236220472,0.03,0,0,1.1,1.1,0,0,29,medium
0.012,0.01,0.0254,0.1,0,13,13,0,0,223,medium
0.02,0.01,0.0254,0.7,0.4,10,10.5,0,0.2,201,medium
0.02,0.0118,0.029972,0.7,0,10,10,0,0,194,medium
0.009,0.05,0.127,2.1,1.3,2.2,2.5,0.2,1.2,131,bad
0.012,0,0,0.6,0.6,10,12,0,0.5,220,medium
0.02,0.01,0.0254,0.6,0.1,11.7,11.7,0,0.1,214,medium
0.013,0.252,0.64,0.72,0.92,3.2,6.4,0.32,0.52,146,medium
0.02,0.01,0.0254,0.6,0.3,10.4,11.5,0,0.2,216,medium
0.03,0.0118110236220472,0.03,0.6,0,9.6,11,0,0,201,medium
0.025,0,0,0,0.5,9.5,9.5,0,0,170,medium
0.03,0.00393700787401575,0.01,0,0,10,10,0,0,170,medium
0.02,0.00984251968503937,0.025,0.7,0.1,8.7,9.4,0,0.1,176,medium
0.06,0.0196850393700787,0.05,4.5,6.4,78,80,1.4,3.1,1602,good
0.068,0.18,0.4572,7.5,3.5,26,82,1,2,1620,medium
0.063,0.362204724409449,0.92,7.9,5.7,18.4,79.3,0.2,1.2,1572,medium
0.024,0.00393700787401575,0.01,0.5,0.5,10.5,11,0,0.1,199,medium
0.012,0.00393700787401575,0.01,0.3,1.7,19,19,0,0.5,337,bad
0.012,0.003,0.00762,0.4,1.5,16.4,16.8,0.2,0.5,323,bad
0.012,0.003,0.00762,0.4,1.2,17.3,17.3,0.2,0.5,329,bad
0.025,0.00512,0.0130048,0.1,0,9.5,13,0,0.1,226,medium
0.024,0.00393700787401575,0.01,0.5,0.5,11,11,0,0,200,medium
0.012,0,0,0,2,11,12,0,0,220,bad
0.012,0,0,0,2,11,12,0,0,220,bad
0.024,0.00393700787401575,0.01,0.5,0.5,10,11,0,0,200,medium
0.02,0,0,0.5,0,11,11,0,0,200,medium
0.068,0.197,0.50038,7,5,34,78,1.5,4.5,1652,medium
0.02,0.01,0.0254,0.7,0.3,10,10,0.1,0.1,188,good
0.012,0.00393700787401575,0.01,0.5,1.9,9.5,11.5,0,0.5,211,bad
0.02,0.00984251968503937,0.025,0.7,0.1,8.7,9.4,0,0.1,176,medium
0.02,0.00984251968503937,0.025,0.7,0.1,8,9.4,0,0.1,176,medium
0.02,0.003,0.00762,0.5,0,11,12,0,0,210,medium
0.024,0,0,0.5,0.5,11,11,0,0,200,medium
0.057,0.085,0.2159,1.5,3,2.5,5.5,0,0,140,bad
0.03,0.003,0.00762,0,0,10,10,0,0,170,medium
0.02,0.00393700787401575,0.01,0.7,0,7.9,10.4,0,0,189,medium
0.012,0.00118110236220472,0.003,0.2,0.1,10.5,10.5,0,0.1,186,medium
0.012,0.00393700787401575,0.01,0.5,1.5,16,17,0.2,0.4,335,bad
0.066,0.401574803149606,1.02,8,5.2,15.8,80.4,0.2,1.2,1589,medium
0.024,0.00393700787401575,0.01,0.5,0.5,10,11,0.5,0.5,200,medium
0.039,0.01,0.0254,0.6,0.2,10,10.2,0,0.1,189,medium
0.05,0.015,0.0381,5.5,5.3,35,83,0.2,1.2,1591,medium
0.024,0.315,0.8001,7.5,6,27,60.7,11.2,24,2095,good
0.015,0.1,0.254,0.1,0.1,11.5,12,0.1,0.1,204,medium
0.02,0.1,0.254,0.5,0.3,11,11,0,0.1,202,medium
0.02,0,0,0.7,0.1,9.5,10,0,0.1,186,medium
0.02,0.01,0.0254,0.7,0.1,9.5,10,0,0.1,186,medium
0.02,0.1,0.254,0.5,0.3,11,11,0.1,0.1,202,medium
0.024,0.01,0.0254,0.6,0.4,10.6,10.6,0,0.2,201,medium
0.015,0.00393700787401575,0.01,0.7,0.1,9.3,10.1,0.1,0.5,188,medium
0.0124,0,0,0.5,1.2,11.4,11.9,0.2,0.5,239,bad
0.00928,0,0,0.412,1.75,10.3,11.9,0.206,0.412,224,bad
0.068,0.1,0.254,7,5,34,78,1.5,4.5,1652,medium
0.024,0.01,0.0254,0.1,0.5,10.5,11,0,0,193,medium
0.024,0.01,0.0254,0.6,0.3,9.9,11,0,0.2,207,medium
0.006,0.031496062992126,0.08,2,0.1,6.5,14,1.1,2.8,376,medium
